-10 0 0.00673784 0.00364033 -0.00566978
-9.84252 0 0.00788689 0.00436514 -0.00656876
-9.68504 0 0.00923184 0.00522998 -0.00760751
-9.52756 0 0.0108061 0.00626127 -0.00880723
-9.37008 0 0.0126486 0.0074903 -0.0101922
-9.2126 0 0.014805 0.0089541 -0.0117903
-9.05512 0 0.0173287 0.0106965 -0.0136334
-8.89764 0 0.0202819 0.0127692 -0.0157577
-8.74016 0 0.0237376 0.0152334 -0.0182048
-8.58268 0 0.0277804 0.0181611 -0.0210219
-8.4252 0 0.0325092 0.0216374 -0.0242626
-8.26772 0 0.038039 0.0257618 -0.0279874
-8.11024 0 0.044503 0.0306514 -0.0322646
-7.95276 0 0.052055 0.0364429 -0.0371705
-7.79528 0 0.0608722 0.0432948 -0.0427899
-7.6378 0 0.0711564 0.0513909 -0.049216
-7.48031 0 0.083136 0.060941 -0.056549
-7.32283 0 0.0970654 0.0721826 -0.0648951
-7.16535 0 0.113222 0.0853791 -0.0743614
-7.00787 0 0.131899 0.100815 -0.0850507
-6.85039 0 0.153389 0.118784 -0.0970495
-6.69291 0 0.177963 0.13957 -0.110413
-6.53543 0 0.205821 0.163409 -0.125139
-6.37795 0 0.237035 0.190438 -0.141135
-6.22047 0 0.271458 0.220612 -0.158177
-6.06299 0 0.308606 0.253603 -0.17585
-5.90551 0 0.347526 0.288669 -0.193505
-5.74803 0 0.386683 0.324546 -0.210223
-5.59055 0 0.423912 0.359379 -0.22483
-5.43307 0 0.45652 0.390788 -0.235998
-5.27559 0 0.481596 0.416124 -0.242437
-5.11811 0 0.496529 0.432912 -0.243164
-4.96063 0 0.499604 0.439393 -0.237777
-4.80315 0 0.490451 0.434968 -0.226594
-4.64567 0 0.47015 0.420336 -0.210616
-4.48819 0 0.440937 0.397284 -0.191288
-4.33071 0 0.405645 0.368217 -0.170189
-4.17323 0 0.36713 0.335645 -0.148749
-4.01575 0 0.327844 0.301791 -0.128077
-3.85827 0 0.289641 0.268382 -0.108917
-3.70079 0 0.253752 0.236611 -0.091679
-3.54331 0 0.220877 0.207201 -0.0765138
-3.38583 0 0.191317 0.180508 -0.0633971
-3.22835 0 0.165097 0.156628 -0.052197
-3.07087 0 0.14207 0.135493 -0.0427259
-2.91339 0 0.121994 0.116932 -0.0347754
-2.75591 0 0.104583 0.100727 -0.0281382
-2.59843 0 0.0895422 0.0866381 -0.0226197
-2.44094 0 0.0765843 0.0744283 -0.0180441
-2.28346 0 0.065443 0.0638713 -0.0142561
-2.12598 0 0.0558769 0.0547591 -0.011121
-1.9685 0 0.0476716 0.0469036 -0.00852271
-1.81102 0 0.0406387 0.0401376 -0.00636212
-1.65354 0 0.0346146 0.0343136 -0.00455467
-1.49606 0 0.0294585 0.0293025 -0.00302827
-1.33858 0 0.0250509 0.0249917 -0.0017212
-1.1811 0 0.0212916 0.0212837 -0.000580312
